12,32
12,31
12,31
13,31
13,31
13,30
13,30
14,30
14,30
14,29
14,29
15,29
15,29
15,28
15,28
16,28
16,28
16,27
16,27
17,27
17,27
17,26
17,26
18,26
18,26
18,25
18,25
19,25
19,25
19,24
19,24
20,24
20,24
20,23
20,23
21,23
21,23
21,22
21,22
22,22
23,22
24,22
24,22
24,21
24,20
24,20
25,20
25,20
25,19
25,19
26,19
26,19
26,18
26,18
27,18
27,18
27,17
27,17
28,17
28,17
28,16
28,16
29,16
29,16
29,15
29,15
30,15
30,15
30,14
30,14
31,14
31,14
31,13
31,13
32,13
32,13
32,12
32,12
33,12
33,12
33,11
33,11
34,11
34,11
34,10
34,10
35,10
35,10
35,9
35,9
36,9
36,9
36,8
36,8
37,8
37,8
37,7
37,7
38,7
38,7
38,6
38,6
39,6
39,6
39,5
39,5
0,5
0,5
0,4
0,4
1,4
1,4
1,3
1,3
2,3
2,3
2,2
2,2
3,2
3,2
3,1
3,1
4,1
4,1
4,0
4,0
5,0
5,0
5,39
5,39
6,39
6,39
6,38
6,38
7,38
7,38
7,37
7,37
8,37
9,37
10,37
10,37
10,36
10,36
11,36
11,36
11,35
11,35
12,35
12,35
12,34
12,34
13,34
13,34
13,33
13,33
14,33
14,33
14,32
14,32
15,32
15,32
15,31
15,31
16,31
16,31
16,30
16,30
17,30
17,30
17,29
17,29
18,29
19,29
20,29
21,29
22,29
22,29
22,28
22,28
23,28
23,28
23,27
23,27
24,27
24,27
24,26
24,26
25,26
25,26
25,25
25,24
25,24
24,24
23,24
23,24
23,25
23,25
22,25
22,25
22,26
22,26
21,26
21,26
21,27
21,28
21,28
22,28
22,28
22,29
22,29
23,29
24,29
25,29
26,29
27,29
28,29
28,29
28,28
28,28
29,28
29,28
29,27
29,27
30,27
30,27
30,26
30,25
30,24
30,23
30,23
29,23
29,23
29,22
29,21
29,20
29,20
28,20
28,20
28,19
28,19
27,19
27,19
27,18
27,18
26,18
26,18
26,17
26,17
25,17
25,17
25,16
25,16
24,16
24,16
24,15
24,15
23,15
23,15
23,14
23,14
22,14
22,14
22,13
22,13
21,13
21,13
21,12
21,12
20,12
20,12
20,11
20,11
19,11
19,11
19,10
19,10
18,10
18,10
18,9
18,9
17,9
17,9
17,8
17,8
16,8
16,8
16,7
16,7
15,7
15,7
15,6
15,5
15,4
15,4
14,4
14,4
14,3
14,3
13,3
13,3
13,2
13,2
12,2
12,2
12,1
12,1
11,1
11,1
11,0
11,0
10,0
10,0
10,39
10,39
9,39
9,39
9,38
9,38
8,38
8,38
8,37
8,37
7,37
7,37
7,36
7,36
6,36
6,36
6,35
6,35
5,35
5,35
5,34
5,34
4,34
4,34
4,33
4,33
3,33
3,33
3,32
3,32
2,32
2,32
2,31
2,30
2,29
2,28
2,27
2,26
2,25
2,24
2,23
2,23
1,23
1,23
1,22
1,22
0,22
0,22
0,21
0,21
39,21
39,21
39,20
39,20
38,20
38,20
38,19
38,19
37,19
37,19
37,18
37,18
36,18
36,18
36,17
36,17
35,17
35,17
35,16
35,16
34,16
34,16
34,15
34,15
33,15
33,15
33,14
33,14
32,14
32,14
32,13
32,13
31,13
31,13
31,12
31,12
30,12
30,12
30,11
30,11
29,11
29,11
29,10
29,10
28,10
28,10
28,9
28,9
27,9
27,9
27,8
27,7
27,6
27,6
26,6
26,6
26,5
26,5
25,5
25,5
25,4
25,4
24,4
24,4
24,3
24,3
23,3
23,3
23,2
23,2
22,2
22,2
22,1
22,1
21,1
21,1
21,0
21,0
20,0
20,0
20,39
20,39
19,39
19,39
19,38
19,37
19,36
19,35
19,34
19,34
18,34
18,34
18,33
18,33
17,33
17,33
17,32
17,32
16,32
16,32
16,31
16,31
15,31
15,31
15,30
15,30
14,30
14,30
14,29
14,29
13,29
13,29
13,28
13,28
12,28
12,28
12,27
12,27
11,27
11,27
11,26
11,26
10,26
10,26
10,25
10,25
9,25
9,25
9,24
9,23
9,22
9,22
8,22
8,22
8,21
8,21
7,21
7,21
7,20
7,19
7,18
7,18
6,18
6,18
6,17
6,17
5,17
5,17
5,16
5,16
4,16
4,16
4,15
4,15
3,15
3,15
3,14
3,14
2,14
2,14
2,13
2,13
1,13
1,13
1,12
1,12
0,12
0,12
0,11
0,11
39,11
39,11
39,10
39,10
38,10
38,10
38,9
38,9
37,9
37,9
37,8
37,8
36,8
36,8
36,7
36,7
35,7
35,7
35,6
35,6
34,6
34,6
34,5
34,5
33,5
33,5
33,4
33,4
32,4
32,4
32,3
32,2
32,1
32,1
31,1
31,1
31,0
31,0
30,0
30,0
30,39
30,39
29,39
29,39
29,38
29,38
28,38
28,38
28,37
28,37
27,37
27,37
27,36
27,36
26,36
26,36
26,35
26,35
25,35
25,35
25,34
25,34
24,34
24,34
24,33
24,33
23,33
23,33
23,32
23,32
22,32
22,32
22,31
22,31
21,31
21,31
21,30
21,30
20,30
19,30
19,30
19,31
19,32
19,33
19,33
18,33
18,33
18,34
18,34
17,34
17,34
17,35
17,35
16,35
16,35
16,36
16,37
16,37
17,37
18,37
19,37
